Quicksand,1GDjwZ2zwNZizuNJPmH3mE, post-hardcore 
Refused,5sdxGvwxI1TkTA6Pu2jnTb, post-hardcore 
Alternative Ulster,4c9O7q8q5GOUMJY1bWwnH0, post-hardcore 
Riverbeds,5BZBiA2spopGK3EsyboB23, post-hardcore 
Rollins Band,5tdgsNGbOvPQZjcco3yOMt, post-hardcore 
Saccharine Trust,4Xp3cd2Dx2QsSnUtAMkVHS, post-hardcore 
Sainthood Reps,4Zgzjx87qIFruCUOeemlNQ, post-hardcore 
Saosin,1NUOfvAhA9AvsF1ISMkgHX, post-hardcore 
Scratch Acid,219VCiRViG60EbPiocSWJp, post-hardcore 
Secret & Whisper,0Fvioi4bZVGbxPu7H2sowS, post-hardcore 
Secrets,1TRVqozKc5Qk1cjwRdWBSl, post-hardcore 
Senses Fail,591yCCsZCLXvaJ0Rg38vLZ, post-hardcore 
Shellac,6I8R5MFTlez7rHCsH4cx0u, post-hardcore 
Shudder To Think,3PP5Hnii2zI9Ufm7jFkers, post-hardcore 
Silverstein,1Tsag5J854qxeOo2apszug, post-hardcore 
Six Finger Satellite,2YtMRsnq57aXEt7mmgKIbS, post-hardcore 
Slaves,4rMxZovfLSDjEL9eI2pKo7, post-hardcore 
The Sleeping,5l3nkPJllQnOEOp5ZP5QyW, post-hardcore 
Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA, post-hardcore 
Slint,4IwOItqRhsIoRuD5HP4vyC, post-hardcore 
Smart Went Crazy,2VkyaRQeM6Ztk8a6GeCkac, post-hardcore 
Electric Soulside,2g1rtzRtxtKjiK6ajDjHvT, post-hardcore 
Swing Kids,2lh1ziYy2cpjV4GPOKkTTy, post-hardcore 
Snow White's Poison Bite,6rzFra3KzYumzXvFquc3xr, post-hardcore 
Taking Back Sunday,24XtlMhEMNdi822vi0MhY1, post-hardcore 
These Arms Are Snakes,0cXW4KdPfi3HtIOYYFUse5, post-hardcore 
Thrice,3NChzMpu9exTlNPiqUQ2DE, post-hardcore 
Thursday,61awhbNK16ku1uQyXRsQj5, post-hardcore 
Trenchmouth,5Ke2mp8AF4RGN2IGduwY6x, post-hardcore 
Title Fight,2CnhqfjUG0qzsru0SMuhrk, post-hardcore 
Touche Amore,16QCJENzcdhwka9bTKYMVB, post-hardcore 
Underoath,3GzWhE2xadJiW8MqRKIVSK, post-hardcore 
Universal Order Of Armageddon,4tIuef5qo1XDdaXmpnHN5D, post-hardcore 
Unwound,4YjpqCSDD7zwMQgPYJMqb0, post-hardcore 
The Used,55VydwMyCuGcavwPuhutPL, post-hardcore 
The Venetia Fair,5btO6kW97d4cy6gQUgZWWk, post-hardcore 
The VSS,3xDn0K5DhZ0DiGnt8nRaWr, post-hardcore 
The Warmers,1jn1Tweh9cozcWwQB3JdI6, post-hardcore 
We Are The Ocean,5RTzLFUNaRULfg2DPh5DPO, post-hardcore 
Water Rock Soundscapes,2SyiZFW3cSQbunhyw5gtgZ, post-hardcore 
We Came As Romans,6qO6LhD6FuXK5e2PtfAIMz, post-hardcore 
Young Widows,1DmeNQWfU70wyD5wXP2UgR, post-hardcore 
Ryan Adams,2qc41rNTtdLK0tV3mJn2Pm, adult alternative 
Adele,4dpARuHxo51G3z768sgnrY, adult alternative 
The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z, adult alternative 
Alberta Cross,1hPgyZ5YatVFXQBhsXKTpq, adult alternative 
Alice In Chains,64tNsm6TnZe2zpcMVMOoHL, adult alternative 
Lily Allen,13saZpZnCDWOI9D4IJhp1f, adult alternative 
The Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR, adult alternative 
Gregg Allman,0yDmbRjVTQsQd3OnMs5s3I, adult alternative 
alt-J,3XHO7cRUPCLOr6jwp8vsx5, adult alternative 
American Authors,0MlOPi3zIDMVrfA9R04Fe3, adult alternative 
Tori Amos,1KsASRNugxU85T0u6zSg32, adult alternative 
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL, adult alternative 
Aqualung,3uT7nEkZwWc2GBiqUZGoOe, adult alternative 
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB, adult alternative 
Tasmin Archer,6EgtYGZoF5jLydCpz43xu1, adult alternative 
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH, adult alternative 
Jann Arden,1aftUCES5zD5xXI7O9ZF9F, adult alternative 
Joseph Arthur,5aD0uh1BpYTN7AzhiSDgaO, adult alternative 
Asgeir Trausti,7fNWySjsDn74LCawyJ27EQ, adult alternative 
Assembly of Dust,1dwRnam2taNMv8H3VR6isd, adult alternative 
Atlas Genius,42vg2T0Xg9yPaAgogJzoQH, adult alternative 
Augustana,61YE3whKiuRr83j1yOm5M7, adult alternative 
The Avett Brothers,196lKsA13K3keVXMDFK66q, adult alternative 
Badly Drawn Boy,244fcyNSuyhbRlMGfMbYrO, adult alternative 
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT, adult alternative 
Band of Horses,0OdUWJ0sBjDrqHygGUXeCF, adult alternative 
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM, adult alternative 
Barenaked Ladies,0dEvJpkqhrcn64d3oI8v79, adult alternative 
Bear Hands,3ViZST9PgFoieuOHY2GZMp, adult alternative 
The Beatles,3WrFJ7ztbogyGnTHbHJFl2, adult alternative 
The Beautiful South,4fomCZiFUMX73KJ0YQ0V90, adult alternative 
Beck,3vbKDsSS70ZX9D2OcvbZmS, adult alternative 
Howie Beck,4cxqjP33ZFSt6LnAB33NvV, adult alternative 
The Bees,6XiSck3QPuXk7ho6zlDz3P, adult alternative 
Beirut,6pmxr66tMAePxzOLfjGNcX, adult alternative 
The Belle Brigade,10QjFzenujarVaaOGrNXOk, adult alternative 
Ben Folds Five,44gRHbEm4Uqa0ykW0rDTNk, adult alternative 
Better Than Ezra,4UuoJfJ9UybJft7a8E6UHX, adult alternative 
Big Head Todd and The Monsters,1lOQRP0UJWmpoDWBa8PB0B, adult alternative 
Andrew Bird,4uSftVc3FPWe6RJuMZNEe9, adult alternative 
The Black Crowes,5krkohEVJYw0qoB5VWwxaC, adult alternative 
The Black Keys,7mnBLXK823vNxN3UWB7Gfz, adult alternative 
Blessid Union Of Souls,4W4gYpQ2AQq7US2HZS13Qw, adult alternative 
Bjork,7w29UYBi0qsHi5RTcv3lmA, adult alternative 
Aloe Blacc,0id62QV2SZZfvBn9xpmuCl, adult alternative 
Blind Melon,5sD1ZLf2dGQ9gQ3YJl1eAd, adult alternative 
Blue Merle,0tfxwnVEgz5XSYV8yEKLES, adult alternative 
The Blue Nile,1GWV70Reko15eV2nHCm0bM, adult alternative 
Blue October,1TJbmc7jTpw78GKCiMpvDh, adult alternative 
Blue Rodeo,4M1fxLs3K8DkyCaTEpdfo0, adult alternative 
Blues Traveler,3pHeBYl1yujXcZqqfF1UyQ, adult alternative 
James Blunt,7KMqksf0UMdyA0UCf4R3ux, adult alternative 
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ, adult alternative 
Boy & Bear,2NqgE99Ll5vOTvmbN7O2R6, adult alternative 
Butterfly Boucher,3ZAIKutVvLYqmcxfkBz5aP, adult alternative 
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy, adult alternative 
The Bravery,2bcrMsFlF632EQ6VZERWFu, adult alternative 
Broken Bells,6dgwEwnK0YtDfS9XhRwBTG, adult alternative 
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x, adult alternative 
Jonatha Brooke,3djsIvG79aMILDWDNiyChc, adult alternative 
Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN, adult alternative 
Marc Broussard,4cEwEednPwWCdYT7ZhROZe, adult alternative 
Jackson Browne,5lkiCO9UQ8B23dZ1o0UV4m, adult alternative 
Michael Buble,1GxkXlMwML1oSg5eLPiAz3, adult alternative 
Jeff Buckley,3nnQpaTvKb5jCQabZefACI, adult alternative 
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL, adult alternative 
John Butler Trio,6fBF4MULW5yMzyGaon1kUt, adult alternative 
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu, adult alternative 
Cake,6A43Djmhbe9100UwnI7epV, adult alternative 
Carbon Leaf,4bofI6U62c9ZvTOrORFVwc, adult alternative 
The Cardigans,1tqZaCwM57UFKjWoYwMLrw, adult alternative 
Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej, adult alternative 
Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07, adult alternative 
Reeve Carney,7qDUWeBzKcDnh15yhYBf2U, adult alternative 
The Cars,6DCIj8jNaNpBz8e5oKFPtp, adult alternative 
Neko Case,4Cedjq5BQL3MhapRvDpFED, adult alternative 
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP, adult alternative 
Toni Childs,7lQC1mHpO4lvLpN9XYZlIH, adult alternative 
The Civil Wars,6J7rw7NELJUCThPbAfyLIE, adult alternative 
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD, adult alternative 
Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp, adult alternative 
The Clash,3RGLhK1IP9jnYFH4BRFJBS, adult alternative 
Tom Cochrane,5Jj4mqGYiplyowPLKkJLHt, adult alternative 
Bruce Cockburn,4sh4MHP7lhrSUakxwZzwqz, adult alternative 
Joe Cocker,3pFCERyEiP5xeN2EsPXhjI, adult alternative 
Marc Cohn,2C8mKwk3z5DtqLcSwUdYJ9, adult alternative 
Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC, adult alternative 
Coldplay,4gzpq5DPGxSnKTe4SA8HAU, adult alternative 
Jude Cole,6MxIoQ7GT947XGYca2irUU, adult alternative 
Lloyd Cole and the Commotions,6juuiuCv8jRHZOcvP2BqKp, adult alternative 
Paula Cole,08DLZqQd6XDAVteF9nSEJ1, adult alternative 
Collective Soul,4e5V1Q2dKCzbLVMQ8qbTn6, adult alternative 
Phil Collins,4lxfqrEsLX6N1N4OCSkILp, adult alternative 
Shawn Colvin,0K7VN4aHxHcEb7PqkfoIVA, adult alternative 
The Corrs,1VbWUxZTRNY2gw3qZ1tg9W, adult alternative 
Matt Costa,0EghvcisxKybq4CVO7rB5t, adult alternative 
Elvis Costello & The Attractions,4qmHkMxr6pTWh5Zo74odpH, adult alternative 
Counting Crows,0vEsuISMWAKNctLlUAhSZC, adult alternative 
Cowboy Junkies,3CYSRCHfilgR8DSbkCMp5j, adult alternative 
Cowboy Mouth,32rtQaUBGDTxYH3rMWKNvH, adult alternative 
Cracker,0ODQJS4mk7rVBJXjdqByX6, adult alternative 
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9, adult alternative 
Crash Test Dummies,1YEGETLT2p8k97LIo3deHL, adult alternative 
"Crosby, Stills, Nash & Young",1CYsQCypByMVgnv17qsSbQ, adult alternative 
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD, adult alternative 
Crowded House,7ohlPA8dRBtCf92zaZCaaB, adult alternative 
Jim Cuddy,1RprcCfY08k2trEW0m3aHg, adult alternative 
Cuff the Duke,5WzOiybWm06XimLccSeGS8, adult alternative 
The Dandy Warhols,7siPLyFwRFYQkKgWKJ5Sod, adult alternative 
Vanessa Daou,0r13pf5aRSEWKl7m7qMXXT, adult alternative 
Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L, adult alternative 
Dawes,0CDUUM6KNRvgBFYIbWxJwV, adult alternative 
Howie Day,0ekbDNE2eOq8QiaXM34wer, adult alternative 
DC Talk,1zK4ACgLi1lVPpfmmcwOTh, adult alternative 
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx, adult alternative 
The Decemberists,7ITd48RbLVpUfheE7B86o2, adult alternative 
Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz, adult alternative 
Del Amitri,2Q4FnG5T6NTUcAAZwuMV5K, adult alternative 
Lana Del Rey,00FQb4jTyendYWaN8pK0wa, adult alternative 
Delta Spirit,1xVWSPiw5B0OduIC0DSu3V, adult alternative 
Rocco DeLuca and The Burden,6bllZtx0FQKwp40G2UGiHS, adult alternative 
Brett Dennen,0FC1LIeQXKib0jOwZqeIwT, adult alternative 
Depeche Mode,762310PdDnwsDxAQxzQkfX, adult alternative 
The Derek Trucks Band,1YwfENKEZrowcmtR1nALZn, adult alternative 
Dido,2mpeljBig2IXLXRAFO9AAs, adult alternative 
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T, adult alternative 
Thomas Dolby,2Uz58cSxlJgefDaSikxYQ7, adult alternative 
Luke Doucet,2VhzEeJwrbqToDJ32VheBW, adult alternative 
Mike Doughty,7GiYUU4EMCOMkpaDD8fzDR, adult alternative 
Nick Drake,5c3GLXai8YOMid29ZEuR9y, adult alternative 
Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v, adult alternative 
Duran Duran,0lZoBs4Pzo7R89JM9lxwoT, adult alternative 
Bob Dylan,74ASZWbe4lXaubB36ztrGX, adult alternative 
Jakob Dylan,2b3drQxjyrPpJEef3mNGwc, adult alternative 
Justin Townes Earle,3znXuXT3xkCtjgOxXBBVnq, adult alternative 
Anderson East,5q6z6GTth6lMbL9I8CAgby, adult alternative 
Echosmith,1PbBg2aYjWLKRk84zJK15x, adult alternative 
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh, adult alternative 
Kathleen Edwards,7x4So74vIUx3DaLk93JCFf, adult alternative 
Eels,3zunDAtRDg7kflREzWAhxl, adult alternative 
Mark Eitzel,4W1poTLCG6XjhBUVehcaMB, adult alternative 
Enya,6uothxMWeLWIhsGeF7cyo4, adult alternative 
Melissa Etheridge,01Ppu7N8uYJI8SAONo2YZA, adult alternative 
Eurythmics,0NKDgy9j66h3DLnN8qu1bB, adult alternative 
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j, adult alternative 
Donald Fagen,0S1SjYebdSaiMpI8xSW2Wb, adult alternative 
Fair To Midland,1GfzxrTlFX1DmRSVqMUvaD, adult alternative 
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX, adult alternative 
Family of the Year,7zsin6IgVsR1rqSRCNYDwq, adult alternative 
Fanfarlo,2Ag3w3cSdRHgzPNi60WABE, adult alternative 
Fastball,7FtVJzRtpQpU61nBwB7cKN, adult alternative 
Feist,6CWTBjOJK75cTE8Xv8u1kj, adult alternative 
Rebecca Ferguson,0CrCKxXekxMpkYfMEf8mca, adult alternative 
A Fine Frenzy,5dTYaRzOn4rXGBLH052EeQ, adult alternative 
The Finn Brothers,3YPKeCRiFlvUvJvRCzcPBo, adult alternative 
Craig Finn,78DZaDfOK3i88eRVPkzZu2, adult alternative 
Neil Finn,183DuT2WcaEO2tclTJW1tU, adult alternative 
First Aid Kit,21egYD1eInY6bGFcniCRT1, adult alternative 
Gran Bel Fisher,7qNgAD1Ljij4v38hC9yO9R, adult alternative 
Jeremy Fisher,19QzBfgfbcbByY8SFvXA2F, adult alternative 
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4, adult alternative 
Five For Fighting,7FgMLbnZVrEnir95O0YujA, adult alternative 
The Flaming Lips,16eRpMNXSQ15wuJoeqguaB, adult alternative 
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb, adult alternative 
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG, adult alternative 
John Fogerty,5ujCegv1BRbEPTCwQqFk6t, adult alternative 
Ben Folds,55tif8708yyDQlSjh3Trdu, adult alternative 
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD, adult alternative 
Julia Fordham,0iCwkCRUEPkbSNyTVPKxf2, adult alternative 
Foster The People,7gP3bB2nilZXLfPHJhMdvc, adult alternative 
Michael Franti & Spearhead,1mHuZMOP8FG5ip4yAb1vrB, adult alternative 
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A, adult alternative 
The Fray,0zOcE3mg9nS6l3yxt1Y0bK, adult alternative 
fun.,5nCi3BB41mBaMH9gfr6Su0, adult alternative 
G. Love & Special Sauce,74fkl73HDlCXw0l6cemB89, adult alternative 
Peter Gabriel,7C4sUpWGlTy7IANjruj02I, adult alternative 
Garbage,6S0GHTqz5sxK5f9HtLXn9q, adult alternative 
Domo Genesis,6vHBuUxrcpn1do5UaEJ7g6, adult alternative 
Gin Blossoms,6kXp61QMZFPcKMcRPqoiVj, adult alternative 
Givers,6t4Gtzu86ovaXYUmAL2zb3, adult alternative 
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq, adult alternative 
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH, adult alternative 
Goldfrapp,5BKsn7SCN2XmbF7apdCpRS, adult alternative 
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx, adult alternative 
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA, adult alternative 
Gotye,2AsusXITU8P25dlRNhcAbG, adult alternative 
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ, adult alternative 
Grace Potter & The Nocturnals,23OknxGcY1i5xX1TRPilMj, adult alternative 
Graffiti6,45q5PZHs50HeLBDRgio4GQ, adult alternative 
Andy Grammer,2oX42qP5ineK3hrhBECLmj, adult alternative 
Jenn Grant,4ll7UpFe9fDtA0g16Vgf5L, adult alternative 
Grant Lee Buffalo,31ir0nQWMLTowZmZO8CiBw, adult alternative 
Grateful Dead,4TMHGUX5WI7OOm53PqSDAT, adult alternative 
David Gray,7J2lZBANizgPNfUzux31PV, adult alternative 
Great Lake Swimmers,2HcZuUtnktqMHm4H1R9gAR, adult alternative 
Green Day,7oPftvlwr6VrsViSDV7fJY, adult alternative 
Patty Griffin,7tNLRmiAN8hpmFrbIHiHsy, adult alternative 
Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4, adult alternative 
Guster,34XlPCFfB4vT7P1ekWq9Jc, adult alternative 
Trevor Hall,3RMHexittaAZkf8zukkZB8, adult alternative 
Ernie Halter,5B8M0EkuUFr6fGN66BO8H8, adult alternative 
Sarah Harmer,0RyvcOVrlV86NmFz0MrG9e, adult alternative 
Ben Harper,45lorWzrKLxfKlWpV7r9CN, adult alternative 
George Harrison,7FIoB5PHdrMZVC3q2HE5MS, adult alternative 
PJ Harvey,12VaqyEhgwDRuFfEqbnrpz, adult alternative 
Juliana Hatfield,4L1danWWAgSc0b7nBgY9CB, adult alternative 
Mayer Hawthorne,4d53BMrRlQkrQMz5d59f2O, adult alternative 
Warren Haynes,73iWh9WUMf0xK6cRkNJK4h, adult alternative 
